sample_id,split,condition,model,run,risk_tier,steps,rationale,pilot
S119,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The incident involves general-purpose AI chatbots that interact directly with users and generate synthetic text, so they are Art. 50 transparency systems rather than prohibited, Annex I, or Annex III high-risk systems.",False
S120,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","ChatGPT is an AI system that generated a textual use-of-force narrative rather than performing a listed high-risk law-enforcement, migration, or biometric function, so its direct interaction and synthetic text generation place it in the Art. 50 transparency tier.",False
S121,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is an AI-generated deepfake/synthetic media system, but the record does not place it in Annex I or III or establish the narrow Article 5 manipulative/deception prohibition, so it falls under Article 50 transparency for synthetic audio/image/video.",False
S122,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","A purported AI-generated deepfake video tool is an AI system and falls under Article 50 transparency for synthetic audio/video, but there is no evidence of Annex I, Annex III, or Article 5 prohibited manipulative design.",False
S123,dev,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""migration"", ""derogation"": ""does_not_apply"", ""profiling"": ""no"", ""art50"": ""no""}","The facial-recognition system was used to identify a person in a border/migration enforcement context, which falls within Annex III migration and does not benefit from a derogation.",False
S124,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is an AI synthetic-media/deepfake generator outside Annex I and Annex III and not sufficiently shown to be a prohibited manipulative practice, but Article 50 transparency obligations apply because it generates synthetic audio and video.",False
S125,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""no"", ""art50"": ""yes""}","The system is a generative deepfake audio-video tool that is not a prohibited practice or an Annex III high-risk system, but it is subject to Article 50 transparency requirements because it generates synthetic media including deepfakes.",False
S126,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","ChatGPT is an AI chatbot used by a litigant to draft court filings, but it is not intended for judicial authorities or other Annex III purposes; therefore it falls under Art. 50 transparency obligations.",False
S127,heldout,decomposed,qwen3827b,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""yes"", ""art50"": ""no""}","The alleged machine-learning targeting system was designed to identify and exploit vulnerable bettors, including those with gambling-disorder indicators, so it falls under Article 5(1)(b)'s prohibition on exploiting vulnerabilities causing significant harm.",False
S128,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is an AI synthetic-media/deepfake generator that creates audio/video content, but the incident does not establish a prohibited manipulative technique or an Annex I/III high-risk use, so it is a transparency-risk system under Article 50.",False
S129,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is an AI-generated synthetic media/deepfake tool, but it is not an Annex I or Annex III high-risk system, so it is classified under Article 50 transparency obligations.",False
S130,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The Cursor/Claude coding agent is an AI system that is neither prohibited nor high-risk under Annex I or III, but as an interactive code/text-generating agent it falls under Article 50 transparency obligations.",False
S131,heldout,decomposed,qwen3827b,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The record shows generative AI and deepfake tools were deployed to create deceptive investment-scam content and fake news to manipulate victims into significant financial harm, triggering Article 5's prohibition on purposefully manipulative or deceptive techniques.",False
S132,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","ChatGPT is a general-purpose conversational AI whose alleged criminal misuse in planning an attack does not place it within an Annex III high-risk area, but it is intended to interact directly with natural persons, triggering Article 50 transparency obligations.",False
S133,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The general-purpose AI chatbots infer outputs from image input and directly interact with natural persons while generating text, triggering Art. 50 transparency duties without falling under prohibited or Annex III high-risk categories.",False
S134,heldout,decomposed,qwen3827b,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""justice_democracy"", ""derogation"": ""does_not_apply"", ""profiling"": ""no"", ""art50"": ""yes""}","The synthetic deepfake video system was deployed to fabricate false diaspora-support campaign material for voters, a purposefully manipulative or deceptive technique likely to materially distort informed voting and cause significant democratic harm.",False
S135,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""unclear"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The incident involves AI-generated synthetic video/audio content, but the record does not establish that the system itself was designed or configured for prohibited manipulative deception, so it is best classified as a transparency-obligation synthetic-media system rather than high-risk or prohibited.",False
S136,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The incident concerns a synthetic image/deepfake generation system used to produce a false political image; because it is not an Annex I product and the record points to a general-purpose image generator misused in an election context rather than one built or deployed to influence voters, it falls under Article 50 synthetic-content transparency.",False
S137,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI-generated deepfake video is a synthetic-media AI system not covered by Annex I or III and not clearly a prohibited manipulative practice on the record, but it triggers Article 50 transparency because it generates synthetic video.",False
S138,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","An autonomous robotaxi is an AI system forming a safety component of a motor vehicle, a product type normally subject to third-party conformity assessment, so it is high-risk under the Annex I route.",False
S139,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI-generated fictitious references in a government white paper are a generative-text hallucination outside Annex III, so the system is subject only to Article 50 transparency obligations.",False
S140,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The record points to a generative LLM research tool used to create synthetic text and citations in a professional report, which is not prohibited and not Annex I/III but falls under Article 50 transparency.",False
S141,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","ChatGPT is an AI system that is intended to interact directly with people and generate synthetic text or media, so it triggers Art. 50 transparency rather than a prohibited or high-risk classification.",False
S142,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","The robotaxi's automated driving system is an AI-driven product or safety component of a motor vehicle normally subject to third-party conformity assessment under Union harmonisation legislation, making it high-risk.",False
S143,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""unclear"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The reported tool is an AI text generator for public-consultation submissions whose alleged steering or added points do not clearly establish an Article 5 prohibited practice, but it generates synthetic text and therefore triggers Article 50 transparency obligations.",False
S144,dev,decomposed,qwen3827b,1,minimal,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","The record describes an AI-powered administrative utilization-review tool whose job is hospital paperwork workflow, not a prohibited practice, Annex I safety component, Annex III listed use, or transparency-triggering generative/interactive system.",False
